id ground_truth predicted
636671837 3 3
636671860 3 3
636671872 3 3
636671896 12 12
636671911 3 3
636671922 0 0
636671932 0 0
636671938 12 12
636671945 12 0
636671946 12 12
636671954 15 15
636671959 15 3
636671975 12 3
636671991 0 0
636671997 0 0
636672002 3 3
636672045 15 15
636672063 0 0
636672065 12 12
636672068 12 12
636672075 12 12
636672079 12 12
636672088 12 12
636672092 12 12
636672093 12 12
636672108 3 3
636672158 12 12
636672188 3 3
636672193 12 3
636672200 12 12
636672215 3 3
636672222 0 0
636672228 0 0
636672239 0 0
636672240 0 0
636672250 0 0
636672259 0 1
636672269 0 3
636672311 0 0
636672315 0 0
636672333 3 3
636672345 0 0
636672384 0 0
636672394 0 0
636672398 0 3
636672411 0 0
636672424 3 3
636672430 0 0
636672450 0 0
636672484 0 0
636672486 0 0
636672517 0 0
636672537 3 3
636672552 12 12
636672573 1 1
636672587 15 15
636672603 0 0
636672620 0 3
636672634 3 3
636672686 12 12
636672699 0 0
636672715 1 1
636672730 12 12
636672752 0 7
636672765 0 0
636672786 12 3
636672790 12 12
636672792 12 12
636672816 1 1
636672838 0 3
636672848 0 3
636672855 1 1
636672871 0 0
636672880 12 12
636672884 12 12
636672892 0 0
636672897 12 12
636672925 0 0
636672949 12 12
636672951 12 12
636672965 12 3
636672970 0 0
636672977 1 1
636672979 0 0
636672989 0 0
636672992 0 0
636673020 0 7
636673025 0 0
636673038 0 0
636673048 0 0
636673053 0 7
636673088 0 0
636673139 3 3
636673145 3 3
636673188 0 0
636673200 0 0
636673210 1 1
636673281 1 3
636673295 1 1
636673325 15 15
636673332 12 12
636673348 12 12
636673377 0 0
636673383 12 12
636673384 12 12
636673385 12 12
636673425 0 0
636673427 15 0
636673434 12 12
636673438 12 12
636673439 12 12
636673452 0 0
636673456 1 1
636673474 12 12
636673476 12 12
636673481 12 12
636673490 3 3
636673507 12 12
636673529 1 0
636673540 12 12
636673552 12 1
636673554 12 12
636673559 1 3
636673562 1 3
636673565 1 1
636673602 12 12
636673608 12 12
636673610 15 15
636673639 0 0
636673640 0 0
636673645 0 0
636673647 0 0
636673659 12 12
636673679 1 1
636673681 1 3
636673690 1 3
636673703 12 12
636673711 0 7
636673713 0 0
636673731 1 1
636673748 1 1
636673762 12 12
636673764 12 3
636673769 12 12
636673773 12 12
636673778 0 0
636673782 0 0
636673788 3 3
636673827 12 12
636673833 1 1
636673855 12 3
636673862 0 0
636673869 0 0
636673874 0 0
636673890 0 0
636673896 0 0
636673901 0 0
636673930 0 0
636673933 12 3
636673943 12 12
636673977 0 0
636673994 0 0
636673996 0 0
636674002 0 0
636674014 12 12
636674050 0 0
636674064 0 0
636674073 0 0
636674074 0 0
636674086 0 0
636674088 0 0
636674095 0 3
636674101 0 0
636674133 3 3
636674154 0 7
636674186 0 0
636674211 0 0
636674216 0 12
636674233 12 12
636674234 12 12
636674238 1 1
636674245 1 1
636674248 1 1
636674251 1 1
636674277 0 0
636674298 1 1
636674303 12 0
636674309 12 12
636674322 0 3
636674340 1 1
636674344 3 3
636674359 0 0
636674382 0 0
636674391 0 0
636674420 0 0
636674443 3 3
636674444 3 3
636674452 3 3
636674487 15 15
636674491 15 15
636674538 12 3
636674563 0 3
636674564 0 0
636674565 0 0
636674574 12 12
636674602 1 1
636674608 1 1
636674612 12 12
636674635 1 1
636674648 0 3
636674649 0 3
636674659 0 0
636674660 0 0
636674676 0 0
636674683 12 12
636674697 0 3
636674699 0 0
636674702 0 0
636674713 1 1
636674714 1 1
636674744 15 15
636674745 15 15
636674747 0 0
636674752 1 1
636674754 1 1
636674757 1 3
636674762 12 3
636674771 12 12
636674780 12 3
636674789 0 0
636674800 0 0
636674804 0 0
636674841 12 12
636674843 12 3
636674847 12 12
636674848 12 12
636674885 12 12
636674912 0 0
636674915 12 12
636674918 12 12
636674925 0 0
636674927 3 3
636674997 0 0
636675026 1 3
636675051 12 3
636675076 3 3
636675077 3 3
636675078 3 3
636675088 0 0
636675097 0 0
636675099 0 0
636675126 0 0
636675135 0 0
636675154 12 12
636675156 12 12
636675157 12 12
636675167 0 0
636675170 15 15
636675184 0 0
636675188 0 0
636675194 0 0
636675198 0 0
636675213 0 0
636675241 0 0
636675254 0 0
636675255 0 0
636675261 0 0
636675265 0 0
636675269 0 0
636675287 0 0
636675297 0 0
636675312 0 0
636675313 0 7
636675319 12 12
636675322 12 3
636675327 12 12
636675329 12 12
636675332 12 12
636675338 0 0
636675343 0 0
636675347 0 0
636675381 12 12
636675384 12 12
636675390 12 12
636675392 12 12
636675411 0 0
636675414 0 0
636675419 0 0
636675421 12 12
636675430 1 1
636675434 1 1
636675484 0 3
636675506 0 0
636675516 0 0
636675521 1 1
636675523 1 1
636675535 12 12
636675537 12 12
636675541 12 0
636675544 12 12
636675553 3 3
636675562 0 0
636675564 0 3
636675579 5 3
636675584 5 5
636675605 5 3
636675622 3 3
636675635 0 3
636675641 12 12
636675669 0 0
636675680 0 0
636675681 0 0
636675687 15 3
636675708 5 3
636675711 0 1
636675730 0 3
636675734 0 0
636675751 12 12
636675759 0 0
636675770 0 12
636675772 0 0
636675773 0 0
636675774 0 0
636675787 0 3
636675815 0 12
636675838 0 0
636675845 0 3
636675866 3 3
636675871 3 3
636675890 0 3
636675897 3 3
636675927 1 1
636675952 0 0
636675973 12 12
636675988 0 0
636676013 12 0
636676023 0 7
636676025 0 3
636676032 0 0
636676043 12 12
636676055 0 0
636676056 0 0
636676059 0 0
636676061 0 0
636676093 12 12
636676099 0 0
636676103 0 0
636676114 0 3
636676121 0 0
636676140 0 0
636676175 0 0
636676180 5 5
636676182 5 5
636676195 0 5
636676206 12 12
636676210 12 12
636676215 12 3
636676222 12 12
636676238 0 1
636676241 15 15
636676245 0 0
636676257 0 0
636676310 0 0
636676314 0 0
636676315 0 0
636676317 0 0
636676327 12 12
636676330 12 12
636676334 12 12
636676342 0 0
636676349 0 0
636676359 0 3
636676380 0 0
636676381 0 0
636676388 0 0
636676393 0 3
636676396 0 3
636676413 12 12
636676417 0 0
636676433 0 0
636676434 0 3
636676436 0 0
636676439 0 3
636676447 15 15
636676464 12 12
636676465 12 12
636676472 12 12
636676487 12 12
636676491 12 12
636676497 15 1
636676506 12 12
636676512 12 12
636676522 0 5
636676525 5 3
636676529 1 1
636676546 0 0
636676552 1 1
636676555 1 1
636676568 0 0
636676569 0 0
636676577 0 0
636676591 15 1
636676613 0 0
636676615 0 0
636676625 0 0
636676640 0 0
636676641 0 0
636676648 0 0
636676649 0 0
636676662 0 7
636676675 0 0
636676676 0 3
636676698 0 7
636676705 0 0
636676723 0 0
636676747 0 7
636676762 1 1
636676771 0 0
636676835 12 12
636676856 12 12
636676870 12 12
636676884 0 5
636676886 0 0
636676893 5 3
636676897 5 5
636676903 1 1
636676916 0 1
636676927 0 0
636676928 0 3
636676933 0 0
636676936 0 0
636676942 0 0
636676948 0 0
636676959 3 3
636676974 12 12
636676982 12 12
636676992 3 3
636677008 0 3
636677046 1 1
636677050 1 1
636677062 0 15
636677065 12 12
636677073 0 0
636677111 1 3
636677128 12 12
636677130 12 3
636677147 0 0
636677188 0 0
636677201 0 0
636677203 0 3
636677205 0 0
636677234 0 0
636677259 12 3
636677268 15 1
636677277 12 12
636677289 0 0
636677350 12 12
636677380 12 12
636677391 0 0
636677428 0 0
636677432 0 5
636677441 0 3
636677442 0 0
636677450 0 0
636677453 0 0
636677454 0 12
636677461 12 12
636677473 0 3
636677498 0 0
636677505 0 0
636677507 0 0
636677539 0 3
636677547 0 0
636677551 0 0
636677554 0 7
636677561 0 0
636677564 0 0
636677567 0 0
636677585 12 12
636677590 0 0
636677601 0 3
636677602 0 0
636677605 0 0
636677612 0 0
636677618 0 0
636677624 0 3
636677627 0 0
636677629 0 0
636677633 0 0
636677643 12 12
636677644 12 12
636677647 0 0
636677666 1 1
636677677 1 1
636677681 1 1
636677732 0 7
636677738 0 3
636677745 0 0
636677759 0 0
636677763 1 1
636677777 0 0
636677780 0 0
636677804 12 12
636677811 1 3
636677820 0 3
636677837 0 0
636677840 12 3
636677849 0 0
636677851 0 0
636677868 0 0
636677876 0 0
636677880 0 3
636677889 0 0
636677937 0 0
636677953 3 3
636677976 12 1
636677999 15 3
636678000 15 3
636678012 12 12
636678020 0 0
636678034 12 12
636678055 0 0
636678098 0 0
636678106 0 0
636678109 0 0
636678125 12 3
636678128 0 0
636678139 12 12
636678150 12 12
636678157 12 12
636678168 12 12
636678181 0 0
636678199 12 12
636678238 0 0
636678240 0 0
636678242 0 0
636678248 12 3
636678262 12 12
636678286 12 3
636678322 0 0
636678323 0 0
636678326 0 0
636678334 0 0
636678339 1 1
636678398 0 3
636678426 0 0
636678457 0 0
636678466 1 1
636678503 0 0
636678504 0 3
636678507 15 15
636678517 0 0
636678529 12 12
636678574 0 0
636678614 0 0
636678621 0 0
636678630 12 12
636678639 12 12
636678679 12 12
636678680 12 12
636678693 0 0
636678696 0 1
636678699 0 3
636678705 0 0
636678717 3 3
636678728 0 0
636678735 0 0
636678754 0 0
636678758 0 0
636678769 0 0
636678776 0 3
636678781 3 3
636678819 0 0
636678823 0 0
636678844 3 3
636678854 0 0
636678873 0 0
636678876 0 0
636678894 0 0
636678896 0 0
636678922 0 0
636678928 0 0
636678936 0 0
636678948 0 0
636678961 0 0
636678970 0 0
636678994 0 0
636679008 0 0
636679046 0 0
636679069 1 3
636679071 0 0
636679120 0 0
636679138 0 0
636679140 0 0
636679163 0 0
636679179 12 12
636679209 0 3
636679211 0 3
636679231 15 1
636679238 0 0
636679278 0 0
636679294 0 0
636679296 12 12
636679301 3 3
636679302 3 3
636679328 0 0
636679343 12 12
636679393 0 3
636679396 0 0
636679417 12 12
636679438 0 0
636679445 15 15
636679457 0 7
636679459 0 0
636679462 0 0
636679467 0 0
636679472 0 0
636679477 0 0
636679485 12 12
636679497 0 0
636679522 0 0
636679539 0 0
636679540 0 0
636679559 0 0
636679575 0 7
636679576 0 0
636679583 0 3
636679591 0 0
636679601 0 5
636679604 0 3
636679610 0 0
636679615 0 0
636679624 0 0
636679631 0 0
636679646 0 0
636679654 0 0
636679673 0 1
636679681 0 0
636679707 1 1
636679711 1 1
636679715 1 1
636679738 0 0
636679756 0 0
636679783 5 15
636679789 5 3
636679797 0 7
636679807 0 0
636679831 3 3
636679867 0 3
636679873 0 0
636679934 1 1
636679951 0 0
636679961 0 0
636679967 0 0
636679993 0 0
636680010 0 0
636680039 0 0
636680055 0 0
636680058 0 0
636680067 0 0
636680077 0 0
636680082 0 0
636680084 0 0
636680092 0 0
636680104 0 0
636680111 12 12
636680112 12 12
636680118 12 12
636680134 12 12
636680138 0 0
636680142 0 0
636680155 12 12
636680218 0 0
636680228 0 3
636680233 0 0
636680237 0 0
636680301 0 0
636680309 0 0
636680314 0 0
636680316 0 0
636680327 0 0
636680341 0 0
636680349 0 0
636680377 1 1
636680410 0 0
636680414 0 0
636680428 15 15
636680447 0 0
636680454 0 0
636680467 0 0
636680476 15 15
636680485 0 0
639218559 9 9
640727563 3 3
642281 1 1
644964905 2 2
653642 1 1
655143626 9 9
655413091 2 2
659262 1 1
660500 12 12
662071 12 12
662378 8 8
663350985 2 2
663741 11 11
666443 1 1
670367 7 7
671094 1 1
673774 8 8
675278058 3 3
67639 12 12
676494 1 1
683156 1 1
683561 5 5
690926 7 7
692880 12 12
69335 5 5
695261921 15 15
695762 7 7
695837578 2 2
696303744 3 3
696348 12 12
6977948 3 3
698280 12 12
702654850 10 12
702800658 5 5
708662 7 7
715243 3 3
715738 8 8
718180 11 11
72081 7 7
727765868 2 2
72830 1 1
7328118 3 3
736439011 2 2
736694880 2 2
736869479 12 12
737219152 15 15
738114161 13 15
738171806 6 6
738456322 2 2
738496032 3 3
739066754 9 9
740437332 2 2
740837 12 12
745780332 6 6
746038505 5 5
746300 8 8
746842 11 11
746939 1 1
748265 7 7
748291565 12 12
750 3 3
751218 8 8
751612012 8 8
753186368 3 3
754956476 2 2
756749 3 3
756840547 3 3
757193187 2 2
757399516 3 3
759804 12 12
762020413 3 3
762020452 3 3
763072582 9 9
764394645 2 2
76684 1 1
769 3 3
769620 1 1
772517 11 11
774640 5 5
780342622 2 2
78415 13 13
788316 5 5
791 3 3
797560 3 3
798836135 5 5
802792 12 12
805355 7 7
808660312 2 2
81478 13 13
818740 3 3
819478 8 8
820278 12 12
821182 7 0
821387 11 11
822211065 5 5
823710 1 1
829793 1 1
833645 1 1
83529 5 5
837265 8 5
841917 1 1
846677 1 1
848222 12 12
851962760 5 5
857356 7 7
857587401 2 2
85776 1 1
862169 11 11
872022881 6 6
87301 12 12
873435 13 13
87420 8 8
875227 8 8
881839 12 12
888217 3 3
889288 7 7
889558 1 1
89219 1 1
892880 12 12
893786179 3 3
895944069 5 5
896112410 5 5
896568679 2 2
902809117 5 5
908734982 2 2
909358 8 5
910601 5 5
910794852 3 3
911508 7 7
912073 12 12
912843292 3 3
914474 5 5
916601194 5 5
917392609 13 15
921192998 8 15
921331017 2 2
921479 5 5
924513936 5 5
927053167 5 5
929234199 3 3
9294818 3 3
931271 11 11
931973 1 1
932700 7 7
932843 13 13
933886 3 3
935697 11 11
939344942 6 6
941037 12 12
943027 8 8
944023697 12 12
946487 5 5
948051271 12 12
948792952 6 6
949718946 9 9
950228232 5 5
955198 1 1
955385 1 1
955509 1 1
959284 5 5
959918063 5 5
960295466 2 2
961480142 3 3
966433657 2 2
966459398 12 12
969205 11 11
970977909 12 12
974801 12 12
975901776 6 6
976083 12 12
980964581 2 2
985030 3 3
985844137 2 2
989811 11 11
990099 7 7
995942283 3 3
995942320 15 3
995942327 15 3
995942353 15 15
995942617 1 3
995942649 1 1
995942696 1 1
995942846 3 3
995943133 3 3
995943161 3 3
995943226 3 3
995943418 1 3
995943507 3 3
995943515 3 3
995943554 3 3
995943590 15 2
995943608 15 3
995943627 15 15
995943653 15 3
995943655 15 3
995943755 3 15
995943885 3 15
995943947 15 3
995943953 15 1
995944015 3 5
995944095 3 1
995944182 1 1
995944185 1 3
995944255 15 3
995944265 15 15
995944269 15 15
995944336 3 3
995944375 3 3
995944424 3 3
995944426 1 3
995944499 3 3
995944580 15 15
995944581 15 2
995944589 15 3
995944602 15 15
995944663 3 3
995944683 3 3
995944780 3 2
995944870 3 3
995944888 15 3
995944896 15 3
995944941 15 3
995944998 3 15
995945061 3 15
995945089 3 3
995945165 1 3
995945177 1 15
995945198 1 15
995945276 15 3
995945332 3 3
995945476 1 15
995945490 1 15
995945510 3 3
995945723 1 3
995945851 3 3
995945857 3 3
995945952 3 12
995946119 1 3
995946327 3 1
995946334 3 3
995946355 3 3
995946505 3 3
995946573 3 2
995946663 3 3
995946679 3 1
995946749 15 3
995946832 15 1
995946834 15 12
995946842 15 15
995946846 15 3
995946874 15 15
995946933 3 3
995946952 3 1
995947096 3 3
995947103 3 0
995947369 3 3
995947444 1 1
995947454 1 15
995947455 1 1
995947470 1 3
995947576 3 3
995947588 15 1
995947669 3 3
995947671 3 3
995947686 3 3
995947794 3 3
995947904 3 3
995947943 1 1
995947967 1 1
995948160 3 3
995948226 15 3
995948235 15 1
995948348 3 3
995948476 3 3
995948495 3 3
995948535 1 1
995948554 1 3
995948579 3 3
995948587 3 3
995948652 15 15
995948749 3 3
995948750 3 15
995948765 3 3
995948861 1 1
995948955 3 3
995948978 3 3
995949061 3 3
995949143 3 3
995949148 3 3
995949150 3 3
995949328 1 1
995949368 3 3
995949495 15 15
995949548 15 15
995949756 1 3
995949841 3 1
995949863 3 15
995949864 3 15
995949866 3 3
995949934 3 15
995950027 3 3
995950104 3 3
995950265 3 3
995950306 3 3
995950316 3 1
995950340 3 3
995950407 1 15
995950438 1 3
995950461 1 15
995950711 15 3
995950730 15 3
995950733 15 1
995950751 3 3
995950755 3 1
995950806 3 3
995950814 3 3
995950854 3 3
995950861 1 15
995950866 1 2
995950894 1 3
995950899 1 3
995950926 1 3
995950934 1 3
998905 5 5
999880 1 1
999987 3 3
A3KEX1 3 3
A5ELL7 3 3
ACH-A-32 3 3
ACH-B-1 3 3
ACH-C-1 3 3
ACH-C-2 3 3
ACH-D-2 3 3
ACH-F-1 3 3
ACT-C1 3 3
ACT-C103 3 3
ACT-C113 3 3
ACV3B1-1 3 3
ACV3B1-3 3 3
ADC-B-19 3 3
ADC-B-49 3 3
ADC-C-1 3 3
ADC-C-33 3 3
ADC3-10 3 3
ADC3-26 3 3
ADC3-27 3 3
ADC3-29 3 3
ADC3-6 3 3
AEA-1 3 3
AEA-4 3 3
AEL-1 3 3
AES-12 3 3
AET-1 3 3
AFAM004-1 3 3
AFAM022-1 3 3
AFAM024-1 3 3
AFAM025-P1 3 3
AFAM028-1 3 3
AFAM029-1 3 3
AFAM030-1 3 3
AFAM033-1 3 3
AFAM034-1 3 3
AFAM034-4 3 3
AFAM036-1 3 3
AFAM040-1 3 3
AFAM043-1 3 3
AGP1B5-1 3 3
AGP1B7-1 3 3
AGP1B8-1 3 3
AIM-6 3 3
ALC1B4-2 3 3
ALG11-1 3 3
ALP1B1-1 3 3
ALT1B1-2 3 3
ALT1B3-1 3 3
ANA1B1-1 3 3
AQU-18 3 3
AQU1B1-1 3 3
AQU1B1-2 3 3
AQU1B2-1 3 3
AQU1B5-1 3 3
AQU1B6-1 3 3
ARE1B1-2 3 3
ARE1B2-1 3 3
ARL-1 3 3
ASP3B2-1 3 3
ASP3B2-3 3 3
AXC-1 3 3
Acid-9 3 3
AmpH-36 3 3
AmpH-38 3 3
AmpH-40 3 3
AmpH-41 3 3
AmpH-86 3 3
AmpH-97 3 3
B1001-1 3 3
B1003-1 3 3
B2CBF6 3 3
B3008-1 3 3
B3011-1 3 3
B3014-1 3 3
B3016-1 3 3
BAA-105 3 3
BAC-1 3 3
BAC1B10-1 3 3
BAC1B10-3 3 3
BAC1B11-2 3 3
BAC1B11-3 3 3
BAC1B13-1 3 3
BAC1B16-1 3 3
BAC1B17-1 3 3
BAC1B2-2 3 3
BAC1B3-1 3 3
BAC1B4-1 3 3
BAC1B5-1 3 3
BAC1B9-1 3 3
BCT1B11-1 3 3
BCT1B2-1 3 3
BCT1B5-1 3 3
BED-1 3 3
BID1B3-1 3 3
BJP-14 3 3
BJP-19 3 3
BJP-21 3 3
BJP-42 3 3
BJP-50 3 3
BJP-54 3 3
BNA-1 3 3
BOC-1 3 3
BOC-4 3 3
BOR-10 3 3
BPA-1 3 3
BRA3B1-14 3 3
BRAC1-1 3 3
BRAC1-11 3 3
BRAC1-14 3 3
BRAC1-17 3 3
BRAC1-21 3 3
BRAC1-41 3 3
BRAC1-43 3 3
BRAC1-52 3 3
BRAC1-53 3 3
BRAC4-1 3 3
BRAC5-1 3 3
BRAC7-17 3 3
BRAC7-4 3 3
BSI-4 3 3
BSI-9 3 3
BSU-2 3 3
BURC1-10 3 3
BURC16-10 3 3
BURC18-1 3 3
BURC19-1 3 3
BURC20-15 3 3
BURC20-7 3 3
BURC25-5 3 3
BURC26-1 3 3
BURC28-1 3 3
BURC29-1 3 3
BURC3-109 3 3
BURC3-19 3 3
BURC3-32 3 3
BURC3-4 3 3
BURC31-3 3 3
BURC32-1 3 3
BURC34-1 3 3
BURC45-1 3 3
BURC47-1 3 3
BURC5-1 3 3
BURC50-1 3 3
BURC51-3 3 3
BURC9-6 3 3
BVA-1 3 3
BcII-48 3 3
BcII-8 3 3
Bla3-12 3 3
Bla3-13 3 3
Bla3-7 3 3
CANC2-1 3 3
CAT1B1-1 3 3
CAU-5 3 3
CCCC10-1 3 3
CCCC12-1 3 3
CCCC18-2 3 3
CCCC24-1 3 3
CCCC25-1 3 3
CCCC27-1 3 3
CCCC29-1 3 3
CD1-1 3 3
CD4-1 3 3
CD6-1 3 3
CD7-1 3 3
CEL-1 3 3
CEL-3 3 3
CGB-2 3 3
CHL1B1-1 3 3
CHR-1 3 3
CHR-5 3 3
CHR1B11-1 3 3
CHR1B12-1 3 3
CHR1B16-1 3 3
CHR1B18-1 3 3
CHR1B19-4 3 3
CHR1B20-1 3 3
CHR1B5-1 3 3
CHR1B7-1 3 3
CHR1B8-1 3 3
CHRC1-1 3 3
CHRC2-1 3 3
CHV-6 3 3
CIA-5 3 3
CLO1B1-1 3 3
CLO3B13-3 3 3
CLO3B13-4 3 3
CLO3B18-1 3 3
CLO3B20-1 3 3
CLO3B21-1 3 3
CLO3B22-1 3 3
CLO3B9-1 3 3
CMH-10 3 3
COL1B1-1 3 3
COL1B2-1 3 3
COLC1-5 3 3
COLC4-1 3 3
COLC4-3 3 3
COT3B1-2 3 3
COT3B5-1 3 3
CPI-1 3 3
CRC-6 3 3
CRO1B1-1 3 3
CRYC1-1 3 3
CRYC2-1 3 3
CTL1B1-1 3 3
CTX-M-45 3 3
CUPC10-1 3 3
CUPC3-1 3 3
CUPC4-1 3 3
CUPC9-1 3 3
CUR3B1-1 3 3
CVI-6 3 3
CepA-10 3 3
CfxA-58 3 3
CzoA-1 3 3
D3VGM9 3 3
DRA1B1-1 3 3
DYAC1-1 3 3
ECM-1 3 3
ENSC1-13 3 3
ENSC1-25 3 3
ENSC1-44 3 3
ENSC15-2 3 3
ENSC22-1 3 3
ENSC22-9 3 3
ENSC24-2 3 3
ENSC26-1 3 3
ENSC28-8 3 3
ENSC3-1 3 3
ENSC31-1 3 3
ENSC32-1 3 3
ENSC34-1 3 3
ENSC35-1 3 3
ENSC36-1 3 3
ENSC38-3 3 3
ENSC39-1 3 3
ENSC4-12 3 3
ENSC4-17 3 3
ENSC43-1 3 3
ENSC44-1 3 3
ENSC5-5 3 3
ENSC6-10 3 3
ENSC7-6 3 3
ERA-6 3 3
ERWC1-1 3 3
ESC-98 3 3
ESP-10 3 3
EWIC1-1 3 3
Ear-11 3 3
ElBla2-1 3 3
F2P8C8 3 3
F8JDV0 3 3
FAR-2 3 3
FIA-1 3 3
FLA1B1-1 3 3
FLA1B13-2 3 3
FLA1B22-1 3 3
FLA1B7-1 3 3
FLE1B1-1 3 3
FLV1B1-1 3 3
FPH-4 3 3
FUS3B1-1 3 3
FUS3B1-2 3 3
GAMC2-1 3 3
GAMC4-1 3 3
GES-A3 3 3
GOB-25 3 3
GPB3B4-1 3 3
HALC2-1 3 3
HALC3-1 3 3
HALC4-1 3 3
HALC5-1 3 3
HALC8-1 3 3
HALC8-11 3 3
HALC9-1 3 3
HERC1-1 3 3
HERC1-2 3 3
HIR1B1-1 3 3
HYM1B4-1 3 3
HugA-8 3 3
I4EUD8 3 3
I6Z913 3 3
IGN1B2-1 3 3
IND-B1 3 3
IND-B21 3 3
IND-B25 3 3
J0UWA2 3 3
J8T3I5 3 3
JANC3-1 3 3
JANC4-2 3 3
K4YE56 3 3
KLUC-6 3 3
KOR1B3-1 3 3
L1-48 3 3
L1-53 3 3
L1-57 3 3
L1-59 3 3
L2-101 3 3
L2-32 3 3
L2-56 3 3
L2-66 3 3
L2-84 3 3
L2-89 3 3
L2-92 3 3
LAP-3 3 3
LEA1B1-1 3 3
LEGC1-7 3 3
LEGC2-1 3 3
LEGC3-1 3 3
LEGC7-1 3 3
LEGC9-1 3 3
LEP1B1-1 3 3
LEP1B1-2 3 3
LEP1B3-1 3 3
LEP1B5-1 3 3
LEP1B7-1 3 3
LEP1B8-1 3 3
LRA12-1 3 3
LRA3-2 3 3
M5J3D2 3 3
MAR3B1-1 3 3
MAR3B1-2 3 3
METC1-2 3 3
METC2-1 3 3
METC3-5 3 3
MIVC1-1 3 3
MNB3B1-1 3 3
MOH1B1-1 3 3
MOX-C5 3 3
MRN1B1-1 3 3
MUC1B2-1 3 3
MUC1B3-1 3 3
MUR1B3-1 3 3
MUS-7 3 3
MWI-1 3 3
MYC3B3-2 3 3
MYCC6-1 3 3
MYCC6-4 3 3
MYR1B1-1 3 3
NDM-18 3 3
NOC3B6-1 3 3
OCH-10 3 3
OKP-B-A11 3 3
OXA-443 3 3
OXA-568 3 3
OXA-576 3 3
OXA-659 3 3
OXA-D1000 3 3
OXA-D1008 3 3
OXA-D1026 3 3
OXA-D1028 3 3
OXA-D1041 3 3
OXA-D1042 3 3
OXA-D1044 3 3
OXA-D1045 3 3
OXA-D1047 3 3
OXA-D1054 3 3
OXA-D1059 3 3
OXA-D1070 3 3
OXA-D1072 3 3
OXA-D1081 3 3
OXA-D1085 3 3
OXA-D110 3 3
OXA-D1101 3 3
OXA-D1102 3 3
OXA-D1118 3 3
OXA-D1122 3 3
OXA-D1141 3 3
OXA-D1150 3 3
OXA-D1155 3 3
OXA-D1157 3 3
OXA-D1158 3 3
OXA-D1159 3 3
OXA-D1172 3 3
OXA-D1173 3 3
OXA-D1175 3 3
OXA-D1178 3 3
OXA-D1181 3 3
OXA-D1189 3 3
OXA-D1190 3 3
OXA-D1224 3 3
OXA-D1229 3 3
OXA-D1231 3 3
OXA-D1247 3 3
OXA-D135 3 3
OXA-D136 3 3
OXA-D137 3 3
OXA-D1420 3 3
OXA-D1430 3 3
OXA-D1453 3 3
OXA-D1462 3 3
OXA-D1463 3 3
OXA-D149 3 3
OXA-D181 3 3
OXA-D182 3 3
OXA-D183 3 3
OXA-D188 3 3
OXA-D195 3 3
OXA-D225 3 3
OXA-D341 3 3
OXA-D365 3 3
OXA-D367 3 3
OXA-D389 3 3
OXA-D404 3 3
OXA-D408 3 3
OXA-D409 3 3
OXA-D411 3 3
OXA-D416 3 3
OXA-D418 3 3
OXA-D444 3 3
OXA-D447 3 3
OXA-D474 3 3
OXA-D534 3 3
OXA-D597 3 3
OXA-D616 3 3
OXA-D617 3 3
OXA-D618 3 3
OXA-D653 3 3
OXA-D69 3 3
OXA-D697 3 3
OXA-D829 3 3
OXA-D831 3 3
OXA-D841 3 3
OXA-D842 3 3
OXA-D850 3 3
OXA-D858 3 3
OXA-D867 3 3
OXA-D871 3 3
OXA-D873 3 3
OXA-D879 3 3
OXA-D883 3 3
OXA-D886 3 3
OXA-D890 3 3
OXA-D891 3 3
OXA-D895 3 3
OXA-D899 3 3
OXA-D901 3 3
OXA-D904 3 3
OXA-D911 3 3
OXA-D923 3 3
OXA-D928 3 3
OXA-D931 3 3
OXA-D934 3 3
OXA-D938 3 3
OXA-D941 3 3
OXA-D943 3 3
OXA-D952 3 3
OXA-D954 3 3
OXA-D956 3 3
OXA-D962 3 3
OXA-D967 3 3
OXA-D978 3 3
OXA-D979 3 3
OXA-D984 3 3
OXA-D995 3 3
OXA-D998 3 3
PAD-1 3 3
PADC5-2 3 3
PADC6-3 3 3
PAL-1 3 3
PAL1B1-1 3 3
PANC11-1 3 3
PANC7-1 3 3
PC2-11 3 3
PDC-B-2 3 3
PDC-C-2 3 3
PDC-D-1 3 3
PDC-E-10 3 3
PDC-E-11 3 3
PDC-F-1 3 3
PDC-F-6 3 3
PDC-I-13 3 3
PED1B1-1 3 3
PED1B2-1 3 3
PED1B3-1 3 3
PED1B5-1 3 3
PED1B7-1 3 3
PED1B8-1 3 3
PER-10 3 3
PHO1B1-1 3 3
PON1B1-1 3 3
PON1B4-1 3 3
PON1B5-1 3 3
PPU-16 3 3
PPU-24 3 3
PPU-25 3 3
PPU-32 3 3
PPU-36 3 3
PPU-40 3 3
PRA-10 3 3
PRO1B1-1 3 3
PRR-3 3 3
PRS-10 3 3
PRS-7 3 3
PSA1B2-1 3 3
PSA1B7-1 3 3
PSA3B2-1 3 3
PSB-5 3 3
PSB1B1-1 3 3
PSC-1 3 3
PSEC1-1 3 3
PSEC1-20 3 3
PSEC1-24 3 3
PSEC10-16 3 3
PSEC12-1 3 3
PSEC15-1 3 3
PSEC19-11 3 3
PSEC24-10 3 3
PSEC24-13 3 3
PSEC25-23 3 3
PSEC25-26 3 3
PSEC25-30 3 3
PSEC25-43 3 3
PSEC25-49 3 3
PSEC25-60 3 3
PSEC3-14 3 3
PSEC4-14 3 3
